id,gross_income,length_residence,weekly_rent,weekly_mortgage,freehold_leasehold
20220017316,42442.5,less than 1 year,129.23076923076923,NA,NA
20220017317,4938.12,less than 1 year,230.76923076923077,NA,NA
20220017322,15600,20-29 years,89,NA,NA
20220017325,18848,20-29 years,NA,NA,freehold
20220017327,37068.895236000004,5-9 years,NA,NA,freehold
20220017335,72721,one year,NA,86.76923076923077,freehold
20220017336,25575,30+ years,79.8076923076923,NA,NA
20220017342,44672.5,30+ years,NA,NA,freehold
20220017344,12227.8,10-19 years,92,NA,NA
20220017346,56880.44,10-19 years,NA,520.7607589589431,freehold
20220017348,90913.35,10-19 years,NA,404.4867704594768,freehold
20220017349,17160,3-4 years,83,NA,NA
20220017350,9575,two years,82,NA,NA
20220017351,61217.5,10-19 years,NA,NA,freehold
20220017353,19292,two years,163.3846153846154,NA,NA
20220017358,35175,5-9 years,NA,99.23076923076923,freehold
20220017364,100000,30+ years,153.98076923076923,NA,NA
20220017370,13115,30+ years,NA,NA,freehold
20220017371,49915.977184,10-19 years,330.46153846153845,NA,NA
20220017379,23875.8,10-19 years,97.84615384615384,NA,NA
20220017387,20800,one year,NA,NA,leasehold
20220017388,77975,less than 1 year,NA,276.9230769230769,freehold
20220017394,14252.5,30+ years,NA,NA,freehold
20220017396,22215,10-19 years,NA,NA,freehold
20220017398,100000,5-9 years,NA,392.3076923076923,freehold
20220017403,77045,10-19 years,NA,41.53846153846154,freehold
20220017408,24214,30+ years,NA,NA,freehold
20220017415,100000,5-9 years,NA,50,freehold
20220017419,46085,30+ years,NA,NA,freehold
20220017422,24214,3-4 years,NA,NA,freehold
20220017424,99037.5,10-19 years,120,NA,NA
20220017427,47078.75,20-29 years,NA,106.61538461538461,freehold
20220017429,48453.0764,10-19 years,NA,78.46153846153847,leasehold
20220017432,14924,10-19 years,NA,NA,freehold
20220017434,79375,two years,NA,268.38461538461536,freehold
20220017438,43940,two years,NA,323.0769230769231,freehold
20220017439,54600,one year,201.92307692307693,NA,NA
20220017441,15790,30+ years,NA,NA,freehold
20220017445,15803,30+ years,NA,NA,freehold
20220017449,14495,10-19 years,103.84615384615384,NA,NA
20220017453,18049,10-19 years,200,NA,NA
20220017455,36750,5-9 years,NA,115.38461538461539,freehold
20220017466,58108.428,20-29 years,NA,58.37115404366626,freehold
20220017468,57650,5-9 years,0,NA,NA
20220017475,100000,less than 1 year,NA,256.84615384615387,freehold
20220017476,71339.5,two years,NA,268.68492437763814,freehold
20220017477,19795.89,5-9 years,101.07692307692308,NA,NA
20220017483,12709,10-19 years,109,NA,NA
20220017484,50487.8,10-19 years,NA,115.38461538461539,freehold
20220017489,47658,30+ years,NA,NA,freehold
20220017492,72187.5,one year,NA,NA,freehold
20220017498,33408.54,one year,NA,256.38461538461536,freehold
20220017505,31675.8,3-4 years,173.07692307692307,NA,NA
20220017506,37706.25,5-9 years,144.23076923076923,NA,NA
20220017513,22712.4,30+ years,NA,NA,freehold
20220017514,40566.05,two years,NA,230.30769230769232,freehold
20220017515,58270,30+ years,NA,NA,freehold
20220017517,85175,5-9 years,NA,276.9230769230769,freehold
20220017524,49140,5-9 years,NA,NA,freehold
20220017534,36992.3,10-19 years,NA,224.32692307692307,leasehold
20220017537,14417,less than 1 year,113,NA,NA
20220017539,57455.8,20-29 years,NA,15.75,freehold
20220017540,34707.5,30+ years,NA,NA,leasehold
20220017541,53355.58,10-19 years,NA,NA,freehold
20220017542,25818.55,less than 1 year,100,NA,NA
20220017544,18277.38,less than 1 year,132.69230769230768,NA,NA
20220017549,32507.8,5-9 years,161.53846153846155,NA,NA
20220017554,57481.25,3-4 years,NA,115.84615384615384,freehold
20220017561,72025.07,two years,300,NA,NA
20220017563,27937.892,10-19 years,108.46153846153847,NA,NA
20220017564,26897.5,30+ years,72,NA,NA
20220017567,82612.5,5-9 years,NA,350.35892040051226,freehold
20220017570,43788.8,less than 1 year,115.38461538461539,NA,NA
20220017573,40803.3514,10-19 years,115.38461538461539,NA,NA
20220017578,51693.5,30+ years,NA,NA,freehold
20220017580,79000,one year,NA,230.76923076923077,freehold
20220017590,20410,30+ years,NA,NA,freehold
20220017592,100000,3-4 years,NA,353.8649181342052,freehold
20220017594,61675,5-9 years,NA,NA,leasehold
20220017597,24700,3-4 years,89.46745562130178,NA,NA
20220017608,22030,30+ years,NA,NA,freehold
20220017610,80347.5,less than 1 year,NA,346.15384615384613,freehold
20220017613,20400.44,20-29 years,NA,NA,freehold
20220017615,62580.364,20-29 years,NA,196.15384615384616,freehold
20220017616,52952.5,10-19 years,NA,NA,freehold
20220017620,37912.5,one year,NA,230.76923076923077,leasehold
20220017623,15221.720000000005,10-19 years,98,NA,NA
20220017624,31434.8,two years,NA,NA,leasehold
20220017625,40500,3-4 years,NA,135,freehold
20220017628,20075,30+ years,NA,NA,freehold
20220017629,100000,5-9 years,NA,NA,freehold
20220017630,29975,two years,NA,100,leasehold
20220017633,25807.6,3-4 years,85.38461538461539,NA,NA
20220017634,80784.33,5-9 years,138.46153846153845,NA,NA
20220017635,14690,30+ years,NA,NA,freehold
20220017639,52750,30+ years,NA,NA,freehold
20220017641,3948.3600000000006,10-19 years,112,NA,NA
20220017646,9209.2,20-29 years,94.96404,NA,NA
20220017648,60175,5-9 years,NA,79.61538461538461,freehold
20220017652,14077.5,5-9 years,60.57692307692308,NA,NA
20220017655,24707.8,two years,NA,109.61538461538461,freehold
20220017657,76427.8,3-4 years,NA,346.15384615384613,freehold
20220017658,28576.5,5-9 years,NA,58.15384615384615,leasehold
20220017661,34365.3,3-4 years,NA,154.3846153846154,freehold
20220017665,93027.8052,3-4 years,0,NA,NA
20220017666,10255,10-19 years,NA,162.18111669560545,freehold
20220017668,17320,10-19 years,NA,NA,leasehold
20220017674,27621.32,5-9 years,88.84615384615384,NA,NA
20220017676,100000,10-19 years,NA,131.53846153846155,leasehold
20220017677,16120,10-19 years,NA,NA,freehold
20220017683,46667.5,10-19 years,NA,222.75301173151595,freehold
20220017693,11830,30+ years,NA,NA,freehold
20220017694,24017.5,5-9 years,NA,NA,freehold
20220017695,22515,10-19 years,NA,NA,leasehold
20220017697,21856,30+ years,NA,NA,freehold
20220017699,47575,3-4 years,NA,173.07692307692307,freehold
20220017700,35057.3,less than 1 year,253.84615384615384,NA,NA
20220017706,59800,5-9 years,NA,161.53846153846155,freehold
20220017707,11780,30+ years,93.53846153846155,NA,NA
20220017708,13130,10-19 years,92.3076923076923,NA,NA
20220017709,55699.8,two years,NA,138.46153846153845,freehold
20220017710,44900,30+ years,NA,161.53846153846155,freehold
20220017713,43009,one year,507.6923076923077,NA,NA
20220017720,47331.5028,less than 1 year,NA,NA,freehold
20220017721,52110.548996000005,30+ years,NA,NA,freehold
20220017724,16211,10-19 years,72,NA,NA
20220017729,10575,20-29 years,NA,106.84615384615384,freehold
20220017735,39663.004799999995,20-29 years,NA,NA,freehold
20220017740,52787.66,less than 1 year,184.6153846153846,NA,NA
20220017744,38040.18,one year,167.30769230769232,NA,NA
20220017745,26212.5,30+ years,NA,NA,freehold
20220017750,82360.22,5-9 years,NA,923.0769230769231,leasehold
20220017754,34617.5,10-19 years,127,NA,NA
20220017755,10133,3-4 years,153.94745192742127,NA,NA
20220017762,30580.5,20-29 years,161.53846153846155,NA,NA
20220017763,8780.199999999999,5-9 years,78,NA,NA
20220017769,16631.36,two years,206,NA,NA
20220017770,50037.8,5-9 years,NA,140.76923076923077,freehold
20220017771,14430,3-4 years,115.38461538461539,NA,NA
20220017772,54340,5-9 years,166.15384615384616,NA,NA
20220017773,98317.5,20-29 years,NA,73.38461538461539,freehold
20220017774,27656.72,3-4 years,94.5266272189349,NA,NA
20220017776,100000,10-19 years,NA,230.76923076923077,freehold
20220017780,14056,5-9 years,NA,NA,freehold
20220017781,67614.5,10-19 years,NA,NA,freehold
20220017784,54527.5,less than 1 year,NA,62.07692307692308,leasehold
20220017800,12375,3-4 years,184.6153846153846,NA,NA
20220017802,69080.5,one year,NA,87.6923076923077,freehold
20220017803,30420,3-4 years,160.3846153846154,NA,NA
20220017807,36718.75,30+ years,NA,NA,freehold
20220017812,17792.5,5-9 years,NA,NA,freehold
20220017822,40512.5,30+ years,NA,NA,freehold
20220017823,52533.1814,3-4 years,NA,286.1016785847445,freehold
20220017825,9423.160000000002,5-9 years,127.84615384615384,NA,NA
20220017833,19007.5,10-19 years,92.3076923076923,NA,NA
20220017834,23739.8,5-9 years,121,NA,NA
20220017838,7883.916923076923,5-9 years,78.73507553698225,NA,NA
20220017839,45136,20-29 years,NA,NA,freehold
20220017841,100000,10-19 years,NA,346.15384615384613,freehold
20220017843,73155,5-9 years,NA,159.23076923076923,freehold
20220017844,52500,5-9 years,161.9905421889065,NA,NA
20220017845,9204,10-19 years,76.92307692307692,NA,NA
20220017850,5429,5-9 years,141.26675962910986,NA,NA
20220017851,35820,one year,143.07692307692307,NA,NA
20220017854,24900,5-9 years,76.61538461538461,NA,NA
20220017859,35927.59,3-4 years,92.30769230769229,NA,NA
20220017872,6760,20-29 years,NA,62.30769230769231,leasehold
20220017875,41370.8,5-9 years,120,NA,NA
20220017879,100000,3-4 years,346.15384615384613,NA,NA
20220017880,34130,30+ years,NA,NA,freehold
20220017886,57275,less than 1 year,167.30769230769232,NA,NA
20220017889,66002.8674,one year,NA,253.84615384615384,freehold
20220017897,72241.5036,10-19 years,NA,19.562507937418427,freehold
20220017907,19428,30+ years,75,0.02307692307692308,freehold
20220017908,100000,20-29 years,NA,148.50200782101064,freehold
20220017913,68955,30+ years,NA,NA,freehold
20220017914,31006.3704,30+ years,85.25921893491123,NA,NA
20220017921,52827.42,10-19 years,103.84615384615384,NA,NA
20220017922,75417.03,5-9 years,NA,NA,freehold
20220017929,19220.76,5-9 years,83,NA,NA
20220017933,63636,5-9 years,NA,196.15384615384616,freehold
20220017934,9501,two years,NA,463.99722469684826,freehold
20220017936,37664.520000000004,one year,121.15384615384616,NA,NA
20220017939,22472.5,5-9 years,NA,NA,leasehold
20220017940,68699.8,10-19 years,NA,69.23076923076923,freehold
20220017944,19299.8,5-9 years,173.07692307692307,NA,NA
20220017945,24355,3-4 years,NA,105.6923076923077,leasehold
20220017947,63266.55,one year,NA,103.15384615384616,freehold
20220017950,58575,20-29 years,NA,NA,freehold
20220017957,20714.8,5-9 years,NA,NA,freehold
20220017961,72515,10-19 years,NA,NA,freehold
20220017969,50251.020000000004,3-4 years,NA,103.84615384615384,freehold
20220017970,37318.92,3-4 years,300,NA,NA
20220017971,25551.680000000004,20-29 years,100,NA,NA
20220017976,100000,10-19 years,NA,160.3846153846154,freehold
20220017981,47737.5,10-19 years,NA,133.84615384615384,freehold
20220017982,100000,3-4 years,NA,227.07692307692307,leasehold
20220017984,47097.5,20-29 years,62,NA,NA
20220017985,31097.5,one year,242.30769230769232,NA,NA
20220017986,22803.25,3-4 years,95.07692307692308,NA,NA
20220017987,27300,3-4 years,117.6923076923077,NA,NA
20220017988,51117.979999999996,3-4 years,NA,133.7461378961536,freehold
20220017991,22030,20-29 years,NA,NA,freehold
20220017994,74557.8052,10-19 years,NA,297.1566914231416,freehold
20220018001,27300,10-19 years,120,NA,NA
20220018007,28782.55,10-19 years,85.84615384615384,NA,NA
20220018014,25075,one year,144.23076923076923,NA,NA
20220018016,92117.5,10-19 years,NA,NA,freehold
20220018017,72721,5-9 years,NA,NA,freehold
20220018018,86539.4,3-4 years,NA,253.84615384615384,leasehold
20220018020,27428.66,30+ years,NA,NA,leasehold
20220018022,23366.5,10-19 years,346.15384615384613,NA,NA
20220018024,46201.96,10-19 years,NA,106.16936981833705,freehold
20220018025,12553,3-4 years,77.88461538461539,NA,NA
20220018030,43901.3,two years,92.3076923076923,253.84615384615384,leasehold
20220018032,9501,less than 1 year,214.6153846153846,NA,NA
20220018033,69591.0514,10-19 years,NA,NA,leasehold
20220018034,49418.75,3-4 years,98.07692307692308,NA,NA
20220018036,79617.35,5-9 years,NA,140.76923076923077,freehold
20220018044,22035,30+ years,NA,NA,freehold
20220018045,25525,3-4 years,137.30769230769232,NA,NA
20220018048,31551,30+ years,NA,NA,freehold
20220018053,43371.75,30+ years,NA,NA,freehold
20220018054,15607.8,5-9 years,126.92307692307692,NA,NA
20220018057,54255.8,20-29 years,76.15384615384616,NA,NA
20220018060,43100.75,20-29 years,118,NA,NA
20220018061,56887.82,10-19 years,NA,NA,freehold
20220018071,100000,30+ years,NA,NA,freehold
20220018077,87487,10-19 years,NA,NA,freehold
20220018078,11084.2,5-9 years,NA,NA,freehold
20220018080,66975,10-19 years,NA,207.92307692307693,freehold
20220018081,32117.8,3-4 years,162.98076923076923,NA,NA
20220018082,26315.64,5-9 years,161.53846153846155,NA,NA
20220018085,4938.12,less than 1 year,76,NA,NA
20220018086,46437.5,two years,161.53846153846155,NA,NA
20220018087,7783.08,3-4 years,156,NA,NA
20220018088,53052.5,30+ years,NA,NA,freehold
20220018090,73499.8,5-9 years,NA,226.15384615384616,freehold
20220018093,16504.8,5-9 years,78.84615384615384,NA,NA
20220018094,16244.418000000001,10-19 years,100,NA,NA
20220018097,100000,3-4 years,253.84615384615384,NA,NA
20220018098,20283,20-29 years,134.6153846153846,NA,NA
20220018100,43960,10-19 years,236.53846153846155,NA,NA
20220018106,48446.6562,5-9 years,NA,166.15384615384616,freehold
20220018112,93521.3636,20-29 years,NA,NA,freehold
20220018113,59163,30+ years,NA,NA,freehold
20220018119,16138.75,10-19 years,121,NA,NA
20220018122,13476.32,3-4 years,108.46153846153847,NA,NA
20220018131,53162.3,20-29 years,NA,NA,freehold
20220018133,13000,less than 1 year,79,NA,NA
20220018136,57612.5,30+ years,NA,NA,freehold
20220018137,48316,10-19 years,102,NA,NA
20220018147,32966.25,5-9 years,NA,NA,freehold
20220018148,9209.2,30+ years,NA,NA,freehold
20220018154,51812.5,20-29 years,96.92307692307692,NA,NA
20220018155,33387.5,20-29 years,NA,NA,leasehold
20220018158,16863,10-19 years,86,NA,NA
20220018159,100000,10-19 years,NA,230.76923076923077,freehold
20220018165,100000,5-9 years,NA,406.15384615384613,freehold
20220018169,38361.7228,one year,126.92307692307692,NA,NA
20220018171,100000,one year,392.3076923076923,NA,NA
20220018174,24993.8,20-29 years,128.66272189349112,NA,NA
20220018175,9501,two years,76.61538461538461,NA,NA
20220018180,4938.12,two years,229.6153846153846,NA,NA
20220018181,77500,less than 1 year,NA,253.84615384615384,freehold
20220018184,50129.4,20-29 years,89.42307692307692,NA,NA
20220018185,9209,30+ years,149.13684330769232,NA,NA
20220018202,25874.8,3-4 years,115.38461538461539,NA,NA
20220018203,100000,two years,390,NA,NA
20220018206,100000,30+ years,NA,NA,freehold
20220018212,40635,5-9 years,80.76923076923077,NA,NA
20220018213,3898.08,10-19 years,103.84615384615384,NA,NA
20220018215,77912.5,30+ years,NA,NA,freehold
20220018217,24960,10-19 years,99,NA,NA
20220018218,64799.8,10-19 years,222.69230769230768,NA,NA
20220018219,6604,10-19 years,100,NA,NA
20220018220,10462.5,20-29 years,NA,NA,freehold
20220018222,78300,5-9 years,NA,124.61538461538461,freehold
20220018227,27092,5-9 years,47,NA,NA
20220018228,53568.8528,two years,NA,226.15384615384616,freehold
20220018229,29569,10-19 years,NA,167.07692307692307,freehold
20220018230,26260,two years,94,NA,NA
20220018231,24760,one year,NA,NA,freehold
20220018235,72721,5-9 years,150,NA,NA
20220018236,72006.25,one year,NA,207.69230769230768,freehold
20220018237,98887.5,10-19 years,NA,159.92307692307693,freehold
20220018239,68025,10-19 years,NA,80.76923076923077,freehold
20220018240,100000,two years,NA,230.76923076923077,freehold
20220018250,6827.6,10-19 years,90,NA,NA
20220018254,25075,10-19 years,108.46153846153847,NA,NA
20220018259,28340,3-4 years,74.76923076923077,NA,NA
20220018265,25725,10-19 years,73.5576923076923,NA,NA
20220018268,13700,5-9 years,131.53846153846155,NA,NA
20220018275,27635,less than 1 year,115.38461538461539,NA,NA
20220018278,44417.3,10-19 years,143.07692307692307,NA,NA
20220018280,17787.72,3-4 years,103.84615384615384,NA,NA
20220018285,22480.12,less than 1 year,NA,115.38461538461539,freehold
20220018289,27586.55,two years,106.61538461538461,54.46153846153846,freehold
20220018290,99130.8,10-19 years,NA,152.30769230769232,freehold
20220018296,50180,less than 1 year,253.84615384615384,NA,NA
20220018297,100000,less than 1 year,NA,461.53846153846155,leasehold
20220018298,30200,two years,138.46153846153845,NA,NA
20220018301,22030,5-9 years,NA,NA,leasehold
20220018305,65829.4532,one year,NA,NA,freehold
20220018306,8915,3-4 years,NA,161.53846153846155,leasehold
20220018308,55515,5-9 years,89.51923076923077,NA,NA
20220018309,100000,5-9 years,NA,461.53846153846155,freehold
20220018315,100000,5-9 years,NA,253.84615384615384,freehold
20220018323,25075,less than 1 year,NA,111.6923076923077,leasehold
20220018324,22137.5,one year,NA,170.76923076923077,freehold
20220018325,27209.2,30+ years,NA,31.549968095839194,freehold
20220018326,37744.8912,30+ years,125,NA,NA
20220018334,20298.75,3-4 years,84.23076923076923,NA,NA
20220018336,44265,5-9 years,NA,NA,freehold
20220018342,63548.06,one year,NA,230.76923076923077,freehold
20220018344,21958.575,two years,124,NA,NA
20220018348,6562.5,10-19 years,0,NA,NA
20220018350,45500,less than 1 year,NA,226.15384615384616,freehold
20220018351,43940,3-4 years,NA,115.38461538461539,freehold
20220018353,57187.5,30+ years,NA,NA,freehold
20220018357,88812.5,5-9 years,NA,205.3846153846154,freehold
20220018361,100000,two years,484.61538461538464,NA,NA
20220018362,9209.2,10-19 years,106.84615384615384,NA,NA
20220018363,62612.5,30+ years,NA,NA,freehold
20220018368,36859.5,30+ years,NA,NA,freehold
20220018369,46904,20-29 years,89,NA,NA
20220018371,28842.44,5-9 years,NA,NA,freehold
20220018374,38780,10-19 years,NA,69.6923076923077,freehold
20220018375,53700,two years,173.07692307692307,NA,NA
20220018383,61800.2,3-4 years,160.3846153846154,NA,NA
20220018384,14548.3,3-4 years,842.3076923076923,NA,NA
20220018389,9209,10-19 years,220,NA,NA
20220018390,67925,one year,207.69230769230768,NA,NA
20220018391,12331.9812,10-19 years,438.46153846153845,NA,NA
20220018394,9632.6,10-19 years,99,NA,NA
20220018397,14012.96,10-19 years,138.46153846153845,NA,NA
20220018399,59845,less than 1 year,369.2307692307692,NA,NA
20220018402,73912.5,10-19 years,161.53846153846155,NA,NA
20220018405,23256.48,two years,96,NA,NA
20220018409,6760,10-19 years,305.1788364894624,NA,NA
20220018411,38862.8,5-9 years,NA,75,freehold
20220018412,53381.05,3-4 years,NA,104.07692307692308,freehold
20220018414,21877.5,10-19 years,65,NA,NA
20220018416,74298.4,one year,NA,219.23076923076923,freehold
